"CMS Certification Number (CCN)","State","Percent of residents who are up-to-date on their vaccines","Percent of staff who are up-to-date on their vaccines","Date vaccination data last updated"
"285269","NE","57.7","0.0","03/02/2025"
"285270","NE","61.7","7.8","03/02/2025"
"285271","NE","67.9","8.4","03/02/2025"
"285272","NE","63.2","3.4","03/02/2025"
"285273","NE","51.4","8.1","03/02/2025"
"285275","NE","58.9","0.0","03/02/2025"
"285276","NE","66.2","2.9","03/02/2025"
"285277","NE","45.5","1.8","03/02/2025"
"285278","NE","28.2","4.7","03/02/2025"
"285279","NE","71.7","3.2","03/02/2025"
"285280","NE","67.6","0.0","03/02/2025"
"285281","NE","59.5","18.5","03/02/2025"
"285282","NE","100.0","7.0","03/02/2025"
"285283","NE","81.8","6.2","03/02/2025"
"285284","NE","36.8","Not Available","03/02/2025"
"285285","NE","56.9","0.0","03/02/2025"
"285287","NE","54.3","3.1","03/02/2025"
"285288","NE","76.7","2.2","03/02/2025"
"285289","NE","31.6","1.9","03/02/2025"
"285291","NE","44.7","1.2","03/02/2025"
"285292","NE","76.7","8.5","03/02/2025"
"285293","NE","58.8","7.0","03/02/2025"
"285294","NE","54.5","0.0","03/02/2025"
"285296","NE","61.8","6.2","03/02/2025"
"285297","NE","22.8","1.8","03/02/2025"
"285298","NE","67.7","7.8","03/02/2025"
"285299","NE","17.1","19.0","03/02/2025"
"285300","NE","39.1","10.1","03/02/2025"
"285302","NE","26.7","8.3","03/02/2025"
"285303","NE","70.6","0.0","03/02/2025"
"285304","NE","39.1","16.1","03/02/2025"
"285305","NE","67.3","0.7","03/02/2025"
"285306","NE","72.0","0.0","03/02/2025"
"285307","NE","25.0","1.1","03/02/2025"
"28A060","NE","54.0","32.9","03/02/2025"
"28A065","NE","77.3","0.0","03/02/2025"
"28E173","NE","44.1","2.2","03/02/2025"
"28E180","NE","50.0","0.0","03/02/2025"
"28E191","NE","44.7","1.9","03/02/2025"
"28E257","NE","45.2","0.0","03/02/2025"
"28E271","NE","71.8","1.6","03/02/2025"
"28E299","NE","75.0","4.9","03/02/2025"
"28E300","NE","72.1","3.4","03/02/2025"
"28E302","NE","38.7","2.0","03/02/2025"
"295000","NV","56.0","3.2","03/02/2025"
"295001","NV","40.0","5.8","03/02/2025"
"295006","NV","Not Available","Not Available","03/02/2025"
"295008","NV","0.7","0.0","03/02/2025"
"295011","NV","57.7","0.0","03/02/2025"
"295017","NV","10.0","0.9","03/02/2025"
"295020","NV","51.2","1.6","03/02/2025"
"295021","NV","42.9","3.8","03/02/2025"
"295023","NV","1.9","0.0","03/02/2025"
"295024","NV","57.6","12.2","03/02/2025"
"295026","NV","76.9","1.2","03/02/2025"
"295029","NV","43.6","28.6","03/02/2025"
"295036","NV","5.1","1.0","03/02/2025"
"295037","NV","48.7","0.0","03/02/2025"
"295040","NV","100.0","100.0","03/02/2025"
"295041","NV","47.3","1.7","03/02/2025"
"295043","NV","37.8","11.8","03/02/2025"
"295044","NV","31.5","6.6","03/02/2025"
"295045","NV","38.0","7.6","03/02/2025"
"295046","NV","61.1","0.0","03/02/2025"
"295048","NV","50.0","11.5","03/02/2025"
"295050","NV","16.7","4.5","03/02/2025"
"295052","NV","5.0","0.0","03/02/2025"
"295055","NV","46.1","4.0","03/02/2025"
"295063","NV","9.1","0.0","03/02/2025"
"295066","NV","6.3","5.8","03/02/2025"
"295067","NV","18.8","3.5","03/02/2025"
"295068","NV","Not Available","Not Available","03/02/2025"
"295070","NV","45.6","1.1","03/02/2025"
"295071","NV","Not Available","Not Available","03/02/2025"
"295072","NV","11.1","3.0","03/02/2025"
"295073","NV","43.6","26.9","03/02/2025"
"295075","NV","39.4","8.3","03/02/2025"
"295076","NV","7.6","0.5","03/02/2025"
"295077","NV","36.7","17.1","03/02/2025"
"295078","NV","44.6","0.0","03/02/2025"
"295079","NV","85.2","0.8","03/02/2025"
"295080","NV","0.0","0.8","03/02/2025"
"295081","NV","57.0","88.7","03/02/2025"
"295082","NV","42.5","0.0","03/02/2025"
"295083","NV","30.9","53.6","03/02/2025"
"295084","NV","15.2","4.1","03/02/2025"
"295085","NV","Not Available","Not Available","03/02/2025"
"295086","NV","35.4","3.3","03/02/2025"
"295088","NV","53.5","9.7","03/02/2025"
"295089","NV","38.8","1.0","03/02/2025"
"295090","NV","18.4","1.2","03/02/2025"
"295091","NV","4.5","0.0","03/02/2025"
"295092","NV","18.5","2.0","03/02/2025"
"295093","NV","21.7","4.8","03/02/2025"
"295094","NV","38.8","0.5","03/02/2025"
"295095","NV","19.6","0.7","03/02/2025"
"295096","NV","Not Available","Not Available","03/02/2025"
"295097","NV","0.0","0.0","03/02/2025"
"295098","NV","0.0","0.0","03/02/2025"
"295099","NV","Not Available","Not Available","03/02/2025"
"295102","NV","0.0","2.1","03/02/2025"
"295103","NV","0.0","0.0","03/02/2025"
"295104","NV","22.8","12.6","03/02/2025"
"295105","NV","70.8","12.8","03/02/2025"
"295106","NV","0.0","0.0","03/02/2025"
"295107","NV","Not Available","Not Available","03/02/2025"
"295108","NV","0.0","3.3","03/02/2025"
"295109","NV","0.0","0.0","03/02/2025"
"295110","NV","27.0","3.1","03/02/2025"
"29E021","NV","Not Available","Not Available","03/02/2025"
"29E037","NV","67.4","6.6","03/02/2025"
"305005","NH","45.1","8.4","03/02/2025"
"305009","NH","61.0","Not Available","03/02/2025"
"305016","NH","92.8","24.0","03/02/2025"
"305018","NH","60.2","14.6","03/02/2025"
"305020","NH","66.7","39.4","03/02/2025"
"305022","NH","55.5","Not Available","03/02/2025"
"305024","NH","62.7","11.6","03/02/2025"
"305030","NH","62.6","17.1","03/02/2025"
"305037","NH","44.4","28.5","03/02/2025"
"305038","NH","35.6","10.5","03/02/2025"
"305039","NH","46.0","3.3","03/02/2025"
"305040","NH","55.2","4.7","03/02/2025"
"305041","NH","44.6","9.0","03/02/2025"
"305043","NH","77.4","22.0","03/02/2025"
"305044","NH","56.7","4.0","03/02/2025"
"305045","NH","Not Available","Not Available","03/02/2025"
"305046","NH","77.9","9.2","03/02/2025"
"305047","NH","71.2","16.6","03/02/2025"
"305048","NH","77.8","8.0","03/02/2025"
"305049","NH","40.0","0.5","03/02/2025"
"305050","NH","56.1","7.4","03/02/2025"
"305051","NH","0.0","10.6","03/02/2025"
"305052","NH","50.8","8.2","03/02/2025"
"305053","NH","46.6","4.8","03/02/2025"
"305054","NH","81.1","23.0","03/02/2025"
"305055","NH","53.2","8.5","03/02/2025"
"305056","NH","57.1","11.8","03/02/2025"
"305057","NH","64.8","10.3","03/02/2025"
"305058","NH","31.1","4.5","03/02/2025"
"305059","NH","61.7","1.6","03/02/2025"
"305060","NH","71.4","25.2","03/02/2025"
"305061","NH","52.2","10.1","03/02/2025"
"305062","NH","20.8","0.0","03/02/2025"
"305063","NH","87.9","9.2","03/02/2025"
"305064","NH","45.7","15.4","03/02/2025"
"305065","NH","51.5","15.9","03/02/2025"
"305066","NH","79.7","100.0","03/02/2025"
"305067","NH","68.4","5.6","03/02/2025"
"305068","NH","2.0","4.3","03/02/2025"
"305069","NH","Not Available","Not Available","03/02/2025"
"305070","NH","62.5","43.0","03/02/2025"
"305071","NH","Not Available","Not Available","03/02/2025"
"305072","NH","53.4","8.2","03/02/2025"
"305074","NH","100.0","0.9","03/02/2025"
"305075","NH","63.4","6.0","03/02/2025"
"305076","NH","54.7","0.0","03/02/2025"
"305077","NH","66.1","19.4","03/02/2025"
"305078","NH","25.0","8.5","03/02/2025"
"305079","NH","67.3","12.3","03/02/2025"
"305080","NH","53.7","2.4","03/02/2025"
"305081","NH","Not Available","Not Available","03/02/2025"
"305082","NH","63.8","6.9","03/02/2025"
"305083","NH","67.7","3.7","03/02/2025"
"305084","NH","74.0","47.0","03/02/2025"
"305085","NH","73.1","3.4","03/02/2025"
"305086","NH","52.7","0.0","03/02/2025"
"305087","NH","65.6","6.3","03/02/2025"
"305088","NH","81.0","5.3","03/02/2025"
"305089","NH","35.0","0.9","03/02/2025"
"305091","NH","40.4","92.0","03/02/2025"
"305092","NH","63.6","91.9","03/02/2025"
"305093","NH","73.0","10.1","03/02/2025"
"305094","NH","77.1","10.1","03/02/2025"
"305095","NH","40.7","5.6","03/02/2025"
"305096","NH","62.5","23.4","03/02/2025"
"305097","NH","Not Available","Not Available","03/02/2025"
"305099","NH","68.2","0.0","03/02/2025"
"305100","NH","52.7","16.9","03/02/2025"
"305101","NH","80.0","7.7","03/02/2025"
"305102","NH","78.8","19.7","03/02/2025"
"305103","NH","85.7","27.4","03/02/2025"
"30E059","NH","65.2","0.0","03/02/2025"
"30E062","NH","Not Available","Not Available","03/02/2025"
"30E076","NH","74.6","12.7","03/02/2025"
"315001","NJ","57.1","Not Available","03/02/2025"
"315002","NJ","17.5","0.0","03/02/2025"
"315005","NJ","24.0","12.3","03/02/2025"
"315008","NJ","10.8","1.6","03/02/2025"
"315009","NJ","50.0","0.0","03/02/2025"
"315010","NJ","28.6","1.1","03/02/2025"
"315013","NJ","52.0","14.5","03/02/2025"
"315014","NJ","44.4","0.0","03/02/2025"
"315015","NJ","12.4","0.7","03/02/2025"
"315017","NJ","57.9","0.0","03/02/2025"
"315019","NJ","53.8","3.8","03/02/2025"
"315021","NJ","0.0","0.0","03/02/2025"
"315022","NJ","71.2","4.8","03/02/2025"
"315029","NJ","69.8","1.7","03/02/2025"
"315036","NJ","20.0","3.5","03/02/2025"
"315037","NJ","41.6","1.2","03/02/2025"
"315038","NJ","74.3","100.0","03/02/2025"
"315039","NJ","13.4","2.8","03/02/2025"
"315042","NJ","53.7","97.8","03/02/2025"
"315044","NJ","Not Available","Not Available","03/02/2025"
"315047","NJ","30.2","4.7","03/02/2025"
"315050","NJ","38.4","1.2","03/02/2025"
"315053","NJ","59.1","3.1","03/02/2025"
"315054","NJ","Not Available","Not Available","03/02/2025"
"315056","NJ","Not Available","Not Available","03/02/2025"
"315057","NJ","34.3","9.5","03/02/2025"
"315058","NJ","24.5","0.0","03/02/2025"
"315060","NJ","56.9","0.7","03/02/2025"
"315061","NJ","71.4","10.7","03/02/2025"
"315064","NJ","58.8","4.7","03/02/2025"
"315066","NJ","17.2","2.6","03/02/2025"
"315068","NJ","Not Available","Not Available","03/02/2025"
"315069","NJ","88.9","0.0","03/02/2025"
"315072","NJ","23.6","1.1","03/02/2025"
"315077","NJ","73.1","13.3","03/02/2025"
"315083","NJ","34.5","9.2","03/02/2025"
"315085","NJ","45.4","8.3","03/02/2025"
"315087","NJ","60.9","10.2","03/02/2025"
"315091","NJ","1.6","2.3","03/02/2025"
"315092","NJ","21.6","3.2","03/02/2025"
"315094","NJ","0.0","0.0","03/02/2025"
"315096","NJ","4.4","0.0","03/02/2025"
"315101","NJ","0.0","0.0","03/02/2025"
"315103","NJ","44.2","2.0","03/02/2025"
"315104","NJ","4.6","0.6","03/02/2025"
"315105","NJ","25.0","0.0","03/02/2025"
"315106","NJ","54.3","0.0","03/02/2025"
"315110","NJ","37.0","1.2","03/02/2025"
"315111","NJ","27.0","5.6","03/02/2025"
"315112","NJ","0.0","1.3","03/02/2025"
"315113","NJ","61.9","4.0","03/02/2025"
"315115","NJ","35.1","14.0","03/02/2025"
"315119","NJ","36.4","3.1","03/02/2025"
"315120","NJ","2.4","89.5","03/02/2025"
"315122","NJ","23.6","0.0","03/02/2025"
"315124","NJ","Not Available","Not Available","03/02/2025"
"315125","NJ","4.2","0.5","03/02/2025"
"315126","NJ","19.8","1.8","03/02/2025"
"315127","NJ","12.5","2.3","03/02/2025"
"315128","NJ","51.2","2.5","03/02/2025"
"315129","NJ","22.9","1.0","03/02/2025"
"315132","NJ","27.7","2.4","03/02/2025"
"315133","NJ","7.6","0.0","03/02/2025"
"315134","NJ","62.3","8.1","03/02/2025"
"315135","NJ","36.7","5.1","03/02/2025"
"315136","NJ","86.9","4.0","03/02/2025"
"315137","NJ","38.4","0.0","03/02/2025"
"315138","NJ","41.8","3.5","03/02/2025"
"315140","NJ","31.8","1.8","03/02/2025"
"315141","NJ","6.5","0.0","03/02/2025"
"315142","NJ","6.3","2.1","03/02/2025"
"315143","NJ","42.3","5.6","03/02/2025"
"315144","NJ","36.4","Not Available","03/02/2025"
"315146","NJ","0.0","0.0","03/02/2025"
"315147","NJ","43.7","Not Available","03/02/2025"
"315152","NJ","13.2","6.7","03/02/2025"
"315153","NJ","39.3","3.2","03/02/2025"
"315157","NJ","52.1","0.0","03/02/2025"
"315158","NJ","64.8","8.2","03/02/2025"
"315159","NJ","37.3","5.9","03/02/2025"
"315164","NJ","21.5","5.6","03/02/2025"
"315166","NJ","49.6","11.4","03/02/2025"
"315171","NJ","29.7","1.8","03/02/2025"
"315174","NJ","27.3","2.3","03/02/2025"
"315176","NJ","33.3","0.0","03/02/2025"
"315177","NJ","83.5","0.0","03/02/2025"
"315178","NJ","4.8","13.3","03/02/2025"
"315179","NJ","72.4","Not Available","03/02/2025"
"315180","NJ","0.9","0.9","03/02/2025"
"315182","NJ","44.9","Not Available","03/02/2025"
"315183","NJ","Not Available","Not Available","03/02/2025"
"315185","NJ","52.2","3.9","03/02/2025"
"315187","NJ","35.6","1.0","03/02/2025"
"315190","NJ","34.9","2.4","03/02/2025"
"315192","NJ","64.4","1.6","03/02/2025"
"315193","NJ","Not Available","Not Available","03/02/2025"
"315194","NJ","48.9","3.2","03/02/2025"
"315195","NJ","34.9","0.0","03/02/2025"
"315196","NJ","52.3","3.1","03/02/2025"
"315198","NJ","18.5","100.0","03/02/2025"
"315199","NJ","10.3","2.2","03/02/2025"
"315200","NJ","38.6","3.8","03/02/2025"
"315201","NJ","39.4","11.2","03/02/2025"
"315202","NJ","62.0","0.0","03/02/2025"
"315204","NJ","13.3","1.1","03/02/2025"
"315205","NJ","0.0","0.0","03/02/2025"
"315206","NJ","Not Available","Not Available","03/02/2025"
"315207","NJ","24.2","3.3","03/02/2025"
"315209","NJ","Not Available","Not Available","03/02/2025"
"315210","NJ","Not Available","Not Available","03/02/2025"
"315213","NJ","0.0","0.7","03/02/2025"
"315214","NJ","3.9","0.6","03/02/2025"
"315215","NJ","82.7","1.3","03/02/2025"
"315216","NJ","35.4","0.6","03/02/2025"
"315217","NJ","6.6","0.0","03/02/2025"
"315218","NJ","22.8","1.8","03/02/2025"
"315219","NJ","Not Available","Not Available","03/02/2025"
"315221","NJ","0.0","0.0","03/02/2025"
"315222","NJ","69.4","47.2","03/02/2025"
"315223","NJ","72.8","11.0","03/02/2025"
"315224","NJ","48.1","0.8","03/02/2025"
"315225","NJ","Not Available","Not Available","03/02/2025"
"315226","NJ","13.0","1.5","03/02/2025"
"315228","NJ","5.5","2.0","03/02/2025"
"315229","NJ","Not Available","Not Available","03/02/2025"
"315231","NJ","32.0","0.0","03/02/2025"
"315233","NJ","5.9","2.2","03/02/2025"
"315234","NJ","6.8","1.7","03/02/2025"
"315235","NJ","48.0","100.0","03/02/2025"
"315236","NJ","25.3","1.6","03/02/2025"
"315237","NJ","47.1","1.3","03/02/2025"
"315239","NJ","47.2","0.0","03/02/2025"
"315243","NJ","4.6","0.0","03/02/2025"
"315244","NJ","37.6","2.1","03/02/2025"
"315245","NJ","Not Available","Not Available","03/02/2025"
"315246","NJ","46.6","2.0","03/02/2025"
"315247","NJ","13.6","95.5","03/02/2025"
"315249","NJ","52.0","0.7","03/02/2025"
"315251","NJ","33.3","0.4","03/02/2025"
"315252","NJ","32.6","0.0","03/02/2025"
"315253","NJ","48.7","9.2","03/02/2025"
"315257","NJ","35.4","4.3","03/02/2025"
"315259","NJ","17.8","0.0","03/02/2025"
"315260","NJ","56.6","1.4","03/02/2025"
"315261","NJ","74.8","2.6","03/02/2025"
"315262","NJ","62.5","0.6","03/02/2025"
"315263","NJ","63.9","0.0","03/02/2025"
"315264","NJ","Not Available","Not Available","03/02/2025"
"315265","NJ","Not Available","Not Available","03/02/2025"
"315266","NJ","Not Available","Not Available","03/02/2025"
"315267","NJ","92.8","2.0","03/02/2025"
"315268","NJ","56.7","Not Available","03/02/2025"
"315269","NJ","91.4","1.3","03/02/2025"
"315271","NJ","81.3","2.7","03/02/2025"
"315273","NJ","31.8","1.4","03/02/2025"
"315274","NJ","25.0","0.0","03/02/2025"
"315275","NJ","38.0","1.5","03/02/2025"
"315276","NJ","1.9","0.7","03/02/2025"
"315279","NJ","38.9","0.5","03/02/2025"
"315280","NJ","0.7","0.0","03/02/2025"
"315282","NJ","85.7","95.2","03/02/2025"
"315283","NJ","38.2","6.2","03/02/2025"
"315284","NJ","7.5","Not Available","03/02/2025"
"315286","NJ","Not Available","Not Available","03/02/2025"
"315288","NJ","24.0","0.9","03/02/2025"
"315289","NJ","63.6","3.7","03/02/2025"
"315290","NJ","8.2","0.0","03/02/2025"
"315291","NJ","24.7","37.3","03/02/2025"
"315292","NJ","35.7","5.5","03/02/2025"
"315293","NJ","0.0","0.0","03/02/2025"
"315294","NJ","5.0","100.0","03/02/2025"
"315295","NJ","42.9","1.5","03/02/2025"
"315297","NJ","65.5","4.2","03/02/2025"
"315298","NJ","63.5","3.0","03/02/2025"
"315299","NJ","34.9","0.8","03/02/2025"
"315300","NJ","26.7","4.7","03/02/2025"
"315302","NJ","61.1","3.1","03/02/2025"
"315303","NJ","65.9","1.8","03/02/2025"
"315304","NJ","58.1","3.0","03/02/2025"
"315305","NJ","Not Available","Not Available","03/02/2025"
"315306","NJ","Not Available","Not Available","03/02/2025"
"315307","NJ","44.3","0.0","03/02/2025"
"315309","NJ","38.9","1.5","03/02/2025"
"315310","NJ","24.8","4.7","03/02/2025"
"315311","NJ","28.3","5.9","03/02/2025"
"315312","NJ","41.1","1.8","03/02/2025"
"315313","NJ","Not Available","Not Available","03/02/2025"
"315314","NJ","16.2","1.6","03/02/2025"
"315316","NJ","48.7","0.0","03/02/2025"
"315317","NJ","24.8","9.9","03/02/2025"
"315318","NJ","82.6","1.3","03/02/2025"
"315320","NJ","13.9","17.2","03/02/2025"
"315321","NJ","21.4","0.0","03/02/2025"
"315322","NJ","6.3","1.5","03/02/2025"
"315324","NJ","3.7","0.5","03/02/2025"
"315327","NJ","60.2","0.9","03/02/2025"
"315328","NJ","33.3","5.6","03/02/2025"
"315329","NJ","63.8","1.4","03/02/2025"
"315330","NJ","44.4","1.0","03/02/2025"
"315331","NJ","40.4","1.0","03/02/2025"
"315332","NJ","12.7","8.7","03/02/2025"
"315333","NJ","4.5","0.0","03/02/2025"
"315335","NJ","23.9","0.0","03/02/2025"
"315336","NJ","68.0","0.0","03/02/2025"
"315337","NJ","Not Available","Not Available","03/02/2025"
"315338","NJ","29.1","0.0","03/02/2025"
"315339","NJ","Not Available","Not Available","03/02/2025"
"315340","NJ","10.7","5.3","03/02/2025"
"315341","NJ","38.3","5.7","03/02/2025"
"315342","NJ","0.0","0.0","03/02/2025"
"315343","NJ","85.3","6.6","03/02/2025"
"315344","NJ","27.5","2.0","03/02/2025"
"315346","NJ","87.6","0.7","03/02/2025"
"315347","NJ","Not Available","Not Available","03/02/2025"
"315348","NJ","46.0","1.3","03/02/2025"
"315349","NJ","20.3","4.2","03/02/2025"
"315350","NJ","35.1","9.4","03/02/2025"
"315351","NJ","26.3","1.6","03/02/2025"
"315352","NJ","62.2","0.8","03/02/2025"
"315353","NJ","0.0","5.0","03/02/2025"
"315354","NJ","76.4","3.0","03/02/2025"
"315355","NJ","57.2","0.0","03/02/2025"
"315356","NJ","43.6","0.0","03/02/2025"
"315357","NJ","49.0","1.3","03/02/2025"
"315358","NJ","33.7","4.7","03/02/2025"
"315359","NJ","12.1","2.8","03/02/2025"
"315360","NJ","29.3","0.5","03/02/2025"
"315361","NJ","54.7","0.2","03/02/2025"
"315362","NJ","34.9","4.3","03/02/2025"
"315363","NJ","45.8","0.0","03/02/2025"
"315364","NJ","9.6","10.8","03/02/2025"
"315365","NJ","48.9","0.0","03/02/2025"
"315366","NJ","25.3","5.3","03/02/2025"
"315367","NJ","38.3","4.4","03/02/2025"
"315369","NJ","11.4","4.1","03/02/2025"
"315370","NJ","76.6","99.2","03/02/2025"
"315372","NJ","24.4","1.1","03/02/2025"
"315374","NJ","100.0","13.0","03/02/2025"
"315375","NJ","31.8","0.0","03/02/2025"
"315376","NJ","46.7","Not Available","03/02/2025"
"315377","NJ","85.0","20.0","03/02/2025"
"315378","NJ","5.2","3.9","03/02/2025"
"315381","NJ","51.9","6.3","03/02/2025"
"315383","NJ","14.3","14.8","03/02/2025"
"315384","NJ","73.8","0.0","03/02/2025"
"315386","NJ","46.0","2.9","03/02/2025"
"315387","NJ","0.0","2.1","03/02/2025"
"315390","NJ","61.6","2.1","03/02/2025"
"315392","NJ","43.5","1.2","03/02/2025"
"315393","NJ","77.8","3.8","03/02/2025"
"315394","NJ","35.7","2.7","03/02/2025"
"315396","NJ","37.8","1.3","03/02/2025"
"315397","NJ","55.5","0.0","03/02/2025"
"315404","NJ","48.1","5.9","03/02/2025"
"315405","NJ","85.3","14.4","03/02/2025"
"315409","NJ","100.0","0.0","03/02/2025"
